step	time_s	rho_gcc	size_cm	te_eV	ti_eV_assumed	ni_cm3	ne_cm3	zstar	pmate_erg_cm3	pmati_erg_cm3	pmat_erg_cm3	pmate_Gbar	pmati_Gbar	pmat_Gbar	emate_erg_g	emati_erg_g	emat_erg_g	power_loss_total
18	4.743300E-10	2.056312E-03	1.000000E-04	4.660200E+01	4.660200E+01	4.589583E+19	3.860900E+20	8.411900E+00	2.882727E+10	3.426795E+09	3.225406E+10	2.882727E-05	3.426795E-06	3.225406E-05	2.102838E+13	2.499714E+12	2.352809E+13	3.308200E-02
19	5.406700E-10	1.497150E-03	1.000000E-04	4.892300E+01	4.892300E+01	3.341562E+19	2.877500E+20	8.610800E+00	2.255479E+10	2.619226E+09	2.517402E+10	2.255479E-05	2.619226E-06	2.517402E-05	2.259773E+13	2.624212E+12	2.522194E+13	2.758000E-02
20	6.070000E-10	1.106780E-03	1.000000E-04	5.124500E+01	5.124500E+01	2.470276E+19	2.162900E+20	8.755400E+00	1.775818E+10	2.028184E+09	1.978636E+10	1.775818E-05	2.028184E-06	1.978636E-05	2.406735E+13	2.748763E+12	2.681611E+13	2.285800E-02
21	6.733300E-10	8.288626E-04	1.000000E-04	5.356700E+01	5.356700E+01	1.849979E+19	1.638700E+20	8.857800E+00	1.406395E+10	1.587722E+09	1.565167E+10	1.406395E-05	1.587722E-06	1.565167E-05	2.545165E+13	2.873315E+12	2.832496E+13	1.847200E-02
22	7.396700E-10	6.277189E-04	1.000000E-04	5.588800E+01	5.588800E+01	1.401036E+19	1.250900E+20	8.928400E+00	1.120086E+10	1.254522E+09	1.245539E+10	1.120086E-05	1.254522E-06	1.245539E-05	2.676564E+13	2.997812E+12	2.976345E+13	1.449400E-02
23	8.060000E-10	4.800741E-04	1.000000E-04	5.821000E+01	5.821000E+01	1.071501E+19	9.618400E+19	8.976200E+00	8.970380E+09	9.993105E+08	9.969690E+09	8.970380E-06	9.993105E-07	9.969690E-06	2.802811E+13	3.122363E+12	3.115047E+13	1.102000E-02
24	8.723300E-10	3.703630E-04	1.000000E-04	6.053200E+01	6.053200E+01	8.266312E+18	7.447000E+19	9.008500E+00	7.222321E+09	8.016914E+08	8.024012E+09	7.222321E-06	8.016914E-07	8.024012E-06	2.925098E+13	3.246915E+12	3.249790E+13	8.155700E-03
25	9.386700E-10	2.879563E-04	1.000000E-04	6.285300E+01	6.285300E+01	6.427037E+18	5.803900E+19	9.030100E+00	5.844621E+09	6.472129E+08	6.491834E+09	5.844621E-06	6.472129E-07	6.491834E-06	3.044535E+13	3.371412E+12	3.381676E+13	5.924600E-03
26	1.005000E-09	2.254629E-04	1.000000E-04	6.517500E+01	6.517500E+01	5.032216E+18	4.551500E+19	9.044400E+00	4.752761E+09	5.254734E+08	5.278234E+09	4.752761E-06	5.254734E-07	5.278234E-06	3.162002E+13	3.495963E+12	3.511598E+13	4.253900E-03
27	1.071300E-09	1.776619E-04	1.000000E-04	6.749700E+01	6.749700E+01	3.965322E+18	3.590300E+19	9.053800E+00	3.882626E+09	4.288183E+08	4.311445E+09	3.882626E-06	4.288183E-07	4.311445E-06	3.278103E+13	3.620515E+12	3.640154E+13	3.032000E-03
28	1.137700E-09	1.408143E-04	1.000000E-04	6.981800E+01	6.981800E+01	3.142903E+18	2.847600E+19	9.059900E+00	3.185347E+09	3.515675E+08	3.536915E+09	3.185347E-06	3.515675E-07	3.536915E-06	3.393136E+13	3.745012E+12	3.767637E+13	2.152100E-03
29	1.204000E-09	1.122091E-04	1.000000E-04	7.214000E+01	7.214000E+01	2.504449E+18	2.270100E+19	9.063900E+00	2.623805E+09	2.894668E+08	2.913272E+09	2.623805E-06	2.894668E-07	2.913272E-06	3.507476E+13	3.869564E+12	3.894432E+13	1.525100E-03
30	1.270300E-09	8.985870E-05	1.000000E-04	7.446200E+01	7.446200E+01	2.005600E+18	1.818500E+19	9.066600E+00	2.169494E+09	2.392706E+08	2.408764E+09	2.169494E-06	2.392706E-07	2.408764E-06	3.621509E+13	3.994115E+12	4.020920E+13	1.080500E-03
31	1.336700E-09	7.229151E-05	1.000000E-04	7.678300E+01	7.678300E+01	1.613509E+18	1.463200E+19	9.068300E+00	1.800028E+09	1.984938E+08	1.998521E+09	1.800028E-06	1.984938E-07	1.998521E-06	3.734936E+13	4.118612E+12	4.146797E+13	7.659300E-04
32	1.403000E-09	5.840798E-05	1.000000E-04	7.910500E+01	7.910500E+01	1.303636E+18	1.182400E+19	9.069400E+00	1.498576E+09	1.652231E+08	1.663799E+09	1.498576E-06	1.652231E-07	1.663799E-06	3.848556E+13	4.243164E+12	4.272872E+13	5.436300E-04
33	1.469300E-09	4.737977E-05	1.000000E-04	8.142700E+01	8.142700E+01	1.057492E+18	9.592100E+18	9.070200E+00	1.251390E+09	1.379609E+08	1.389350E+09	1.251390E-06	1.379609E-07	1.389350E-06	3.961784E+13	4.367715E+12	4.398556E+13	3.864600E-04
34	1.535700E-09	3.857809E-05	1.000000E-04	8.374800E+01	8.374800E+01	8.610431E+17	7.810700E+18	9.070800E+00	1.048033E+09	1.155340E+08	1.163567E+09	1.048033E-06	1.155340E-07	1.163567E-06	4.074979E+13	4.492212E+12	4.524200E+13	2.752900E-04
35	1.602000E-09	3.152230E-05	1.000000E-04	8.607000E+01	8.607000E+01	7.035615E+17	6.382500E+18	9.071300E+00	8.801426E+08	9.702067E+07	9.771632E+08	8.801426E-07	9.702067E-08	9.771632E-07	4.188190E+13	4.616764E+12	4.649866E+13	1.965100E-04
36	1.668300E-09	2.584262E-05	1.000000E-04	8.839200E+01	8.839200E+01	5.767940E+17	5.232700E+18	9.071700E+00	7.410529E+08	8.168533E+07	8.227382E+08	7.410529E-07	8.168533E-08	8.227382E-07	4.301341E+13	4.741315E+12	4.775473E+13	1.406100E-04
37	1.734700E-09	2.125284E-05	1.000000E-04	9.071300E+01	9.071300E+01	4.743525E+17	4.303500E+18	9.072000E+00	6.254632E+08	6.894156E+07	6.944047E+08	6.254632E-07	6.894156E-08	6.944047E-07	4.414444E+13	4.865813E+12	4.901025E+13	1.008400E-04
38	1.801000E-09	1.753020E-05	1.000000E-04	9.303500E+01	9.303500E+01	3.912651E+17	3.549800E+18	9.072400E+00	5.291279E+08	5.832138E+07	5.874493E+08	5.291279E-07	5.832138E-08	5.874493E-07	4.527568E+13	4.990364E+12	5.026605E+13	7.249900E-05
39	1.867300E-09	1.450041E-05	1.000000E-04	9.535700E+01	9.535700E+01	3.236417E+17	2.936400E+18	9.072700E+00	4.486195E+08	4.944558E+07	4.980651E+08	4.486195E-07	4.944558E-08	4.980651E-07	4.640761E+13	5.114915E+12	5.152252E+13	5.225600E-05
40	1.933700E-09	1.202642E-05	1.000000E-04	9.767800E+01	9.767800E+01	2.684235E+17	2.435500E+18	9.073000E+00	3.811494E+08	4.200758E+07	4.231570E+08	3.811494E-07	4.200758E-08	4.231570E-07	4.753901E+13	5.239413E+12	5.277843E+13	3.775700E-05
41	2.000000E-09	1.000000E-05	1.000000E-04	1.000000E+02	1.000000E+02	2.231949E+17	2.025200E+18	9.073400E+00	3.244728E+08	3.575976E+07	3.602326E+08	3.244728E-07	3.575976E-08	3.602326E-07	4.867092E+13	5.363964E+12	5.403489E+13	2.734800E-05
